player_id,web_name,full_name,team_id,team_name,position,now_cost,status,selected_percent,form,points_per_game,total_points,minutes_season,ict_index,influence,creativity,threat,chance_play_next,gw_xmins,gw_fixture,gw_fdr,gw_is_home,news,news_added,gw,generated_utc
173,Wieffer,Mats Wieffer,6,Brighton,MID,49,a,0.3,6.0,4.0,36,639,33.5,166.6,110.8,57.0,100.0,80.0,Crystal Palace (A),3,0,,2025-09-01T10:30:07.953121Z,11,2025-11-14T06:38:28.636215
174,Yalcouye,Malick Yalcouyé,6,Brighton,MID,50,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace (A),3,0,Has joined Swansea City on loan for the rest of the season.,2025-08-15T12:03:00.771795Z,11,2025-11-14T06:38:28.636215
175,Knight,Joe Knight,6,Brighton,MID,45,a,0.1,0.2,1.0,1,1,0.0,0.0,0.0,0.0,,0.0,Crystal Palace (A),3,0,,,11,2025-11-14T06:38:28.636215
176,Mazilu,Adrian Mazilu,6,Brighton,MID,45,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace (A),3,0,has joined Dinamo Bucharest permanently.,2025-09-22T21:46:15.598017Z,11,2025-11-14T06:38:28.636215
177,Moran,Andrew Moran,6,Brighton,MID,45,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace (A),3,0,Has joined Los Angeles FC on loan for the rest of the season.,2025-08-22T14:16:38.542849Z,11,2025-11-14T06:38:28.636215
178,Welbeck,Danny Welbeck,6,Brighton,FWD,65,a,9.1,6.8,4.1,45,709,52.7,226.4,114.1,190.0,,0.0,Crystal Palace (A),3,0,,,11,2025-11-14T06:38:28.636215
179,Ferguson,Evan Ferguson,6,Brighton,FWD,55,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace (A),3,0,Has joined AS Roma on loan for the rest of the season,2025-07-24T10:13:22.396984Z,11,2025-11-14T06:38:28.636215
180,Tzimas,Stefanos Tzimas,6,Brighton,FWD,53,a,0.1,1.0,1.4,10,84,11.5,28.4,61.2,25.0,,0.0,Crystal Palace (A),3,0,,,11,2025-11-14T06:38:28.636215
181,Kostoulas,Charalampos Kostoulas,6,Brighton,FWD,48,a,0.3,2.0,2.0,8,29,8.2,37.2,0.9,44.0,,0.0,Crystal Palace (A),3,0,,,11,2025-11-14T06:38:28.636215
744,Oriola,Nehemiah Oriola,6,Brighton,MID,45,a,0.0,0.2,1.0,1,1,0.0,0.0,0.0,0.0,,0.0,Crystal Palace (A),3,0,,,11,2025-11-14T06:38:28.636215
168,Buonanotte,Facundo Buonanotte,7,Chelsea,MID,47,a,0.1,0.0,1.0,1,45,3.9,5.6,25.1,8.0,100.0,80.0,Wolves (H),2,1,,2025-09-21T22:30:05.997985Z,11,2025-11-14T06:38:28.636215
220,Sánchez,Robert Lynch Sánchez,7,Chelsea,GK,48,a,13.7,4.5,3.4,37,904,17.7,158.4,20.0,0.0,,0.0,Wolves (H),2,1,,,11,2025-11-14T06:38:28.636215
221,Jörgensen,Filip Jörgensen,7,Chelsea,GK,44,a,0.2,0.0,1.0,1,84,0.9,9.4,0.0,0.0,,0.0,Wolves (H),2,1,,,11,2025-11-14T06:38:28.636215
222,Penders,Mike Penders,7,Chelsea,GK,40,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves (H),2,1,Has joined RC Strasbourg on loan for the rest of the season.,2025-07-28T11:48:06.001822Z,11,2025-11-14T06:38:28.636215
223,Slonina,Gabriel Słonina,7,Chelsea,GK,39,a,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Wolves (H),2,1,,,11,2025-11-14T06:38:28.636215
224,Cucurella,Marc Cucurella Saseta,7,Chelsea,DEF,61,a,22.1,5.5,4.5,49,896,48.6,202.0,211.7,72.0,,0.0,Wolves (H),2,1,,,11,2025-11-14T06:38:28.636215
225,James,Reece James,7,Chelsea,DEF,56,a,8.6,6.8,4.2,46,706,47.4,200.4,219.1,54.0,100.0,80.0,Wolves (H),2,1,,2025-10-13T09:30:08.256625Z,11,2025-11-14T06:38:28.636215
226,Chalobah,Trevoh Chalobah,7,Chelsea,DEF,51,a,8.1,5.0,5.5,55,840,39.1,254.8,52.0,85.0,100.0,80.0,Wolves (H),2,1,,2025-09-28T00:00:08.404840Z,11,2025-11-14T06:38:28.636215
227,Colwill,Levi Samuels Colwill,7,Chelsea,DEF,48,i,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves (H),2,1,Anterior cruciate ligament - Unknown return date,2025-08-08T14:30:04.255160Z,11,2025-11-14T06:38:28.636215
228,Gusto,Malo Gusto,7,Chelsea,DEF,49,a,1.2,6.0,4.3,39,549,27.7,113.6,105.6,59.0,100.0,80.0,Wolves (H),2,1,,2025-10-18T18:30:08.275780Z,11,2025-11-14T06:38:28.636215
229,B.Badiashile,Benoît Badiashile Mukinayi,7,Chelsea,DEF,44,i,0.0,0.0,0.0,0,65,1.8,16.0,1.7,0.0,0.0,0.0,Wolves (H),2,1,Muscle injury - Expected back 22 Nov,2025-10-17T12:30:08.541306Z,11,2025-11-14T06:38:28.636215
230,Fofana,Wesley Fofana,7,Chelsea,DEF,44,a,0.2,3.0,3.0,15,307,7.3,54.6,7.9,10.0,100.0,80.0,Wolves (H),2,1,,2025-09-26T11:30:06.513349Z,11,2025-11-14T06:38:28.636215
231,M.Sarr,Mamadou Sarr,7,Chelsea,DEF,45,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves (H),2,1,Has joined RC Strasbourg on loan for the rest of the season.,2025-08-11T01:09:37.642396Z,11,2025-11-14T06:38:28.636215
232,Tosin,Tosin Adarabioyo,7,Chelsea,DEF,42,a,0.4,0.8,2.0,14,377,12.2,104.6,6.5,11.0,100.0,80.0,Wolves (H),2,1,,2025-09-26T11:30:06.530261Z,11,2025-11-14T06:38:28.636215
233,Acheampong,Josh Acheampong,7,Chelsea,DEF,39,a,2.1,4.0,5.4,27,348,15.8,88.4,8.5,60.0,100.0,80.0,Wolves (H),2,1,,2025-09-24T11:30:08.237944Z,11,2025-11-14T06:38:28.636215
234,Anselmino,Aarón Anselmino,7,Chelsea,DEF,40,u,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves (H),2,1,has joined Borussia Dortmund on loan for the rest of the season.,2025-09-02T11:35:16.308555Z,11,2025-11-14T06:38:28.636215
235,Palmer,Cole Palmer,7,Chelsea,MID,103,i,9.0,0.0,3.7,11,144,12.9,44.4,19.2,65.0,0.0,0.0,Wolves (H),2,1,Groin Injury - Expected back 22 Nov,2025-09-20T23:30:06.610468Z,11,2025-11-14T06:38:28.636215
236,Neto,Pedro Lomba Neto,7,Chelsea,MID,71,d,6.0,8.0,4.7,52,829,65.9,216.2,270.4,171.0,75.0,80.0,Wolves (H),2,1,Groin Injury - 75% chance of playing,2025-11-09T11:00:08.651575Z,11,2025-11-14T06:38:28.636215
237,Enzo,Enzo Fernández,7,Chelsea,MID,67,d,14.2,1.8,4.8,48,880,76.9,233.0,263.8,271.0,75.0,80.0,Wolves (H),2,1,Knee injury - 75% chance of playing,2025-11-09T11:00:08.666360Z,11,2025-11-14T06:38:28.636215
238,Estêvão,Estêvão Almeida de Oliveira Gonçalves,7,Chelsea,MID,65,a,2.5,2.2,2.9,29,337,38.1,103.0,112.4,166.0,,0.0,Wolves (H),2,1,,,11,2025-11-14T06:38:28.636215
239,Gittens,Jamie Bynoe-Gittens,7,Chelsea,MID,61,a,0.1,1.0,1.0,9,248,16.2,34.2,77.4,51.0,,0.0,Wolves (H),2,1,,,11,2025-11-14T06:38:28.636215
240,Nkunku,Christopher Nkunku,7,Chelsea,MID,59,u,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves (H),2,1,has joined AC Milan permanently.,2025-09-02T11:35:16.323578Z,11,2025-11-14T06:38:28.636215
241,Caicedo,Moisés Caicedo Corozo,7,Chelsea,MID,61,a,23.3,3.8,5.5,60,945,49.7,306.2,132.8,59.0,100.0,80.0,Wolves (H),2,1,,2025-10-17T12:30:08.605769Z,11,2025-11-14T06:38:28.636215
243,George,Tyrique George,7,Chelsea,MID,49,a,0.1,0.2,1.0,4,142,7.1,8.2,7.0,56.0,,0.0,Wolves (H),2,1,,,11,2025-11-14T06:38:28.636215
244,Lavia,Roméo Lavia,7,Chelsea,MID,49,i,0.0,0.5,1.0,4,105,1.8,9.6,7.5,2.0,0.0,0.0,Wolves (H),2,1,Thigh injury - Unknown return date,2025-11-06T09:30:08.519036Z,11,2025-11-14T06:38:28.636215
245,Mudryk,Mykhailo Mudryk,7,Chelsea,MID,50,s,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves (H),2,1,Suspended - unknown return date,2025-07-21T10:00:04.824210Z,11,2025-11-14T06:38:28.636215
246,Andrey Santos,Andrey Nascimento dos Santos,7,Chelsea,MID,45,a,0.3,0.5,0.9,7,227,11.3,26.6,44.1,42.0,100.0,80.0,Wolves (H),2,1,,2025-10-01T00:30:06.094463Z,11,2025-11-14T06:38:28.636215
247,D.Essugo,Dário Luís Essugo,7,Chelsea,MID,43,i,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves (H),2,1,Thigh injury - Expected back 04 Jan,2025-09-11T07:00:06.794916Z,11,2025-11-14T06:38:28.636215
248,Paez,Kendry Páez Andrade,7,Chelsea,MID,45,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves (H),2,1,Has joined RC Strasbourg on loan for the rest of the season.,2025-08-11T01:09:37.664358Z,11,2025-11-14T06:38:28.636215
249,João Pedro,João Pedro Junqueira de Jesus,7,Chelsea,FWD,75,a,48.4,5.0,5.4,59,929,76.4,275.4,211.2,282.0,,0.0,Wolves (H),2,1,,,11,2025-11-14T06:38:28.636215
250,Delap,Liam Delap,7,Chelsea,FWD,62,a,1.0,0.5,1.5,6,154,6.9,11.0,7.7,55.0,100.0,80.0,Wolves (H),2,1,,2025-10-30T11:30:08.513670Z,11,2025-11-14T06:38:28.636215
251,N.Jackson,Nicolas Jackson,7,Chelsea,FWD,65,u,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves (H),2,1,has joined Bayern Munich on loan for the rest of the season.,2025-09-02T11:35:16.339917Z,11,2025-11-14T06:38:28.636215
252,Marc Guiu,Marc Guiu Paz,7,Chelsea,FWD,42,a,7.0,1.0,1.2,7,162,4.9,1.0,4.3,60.0,100.0,80.0,Wolves (H),2,1,,2025-09-24T11:30:08.351112Z,11,2025-11-14T06:38:28.636215
453,Garnacho,Alejandro Garnacho Ferreyra,7,Chelsea,MID,64,a,0.9,5.2,4.0,24,342,33.3,95.4,90.4,147.0,,0.0,Wolves (H),2,1,,,11,2025-11-14T06:38:28.636215
672,Hato,Jorrel Hato,7,Chelsea,DEF,47,a,0.2,0.0,0.8,3,166,3.2,24.0,3.3,6.0,,0.0,Wolves (H),2,1,,,11,2025-11-14T06:38:28.636215
743,Emenalo,Landon Emenalo,7,Chelsea,MID,45,a,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Wolves (H),2,1,,,11,2025-11-14T06:38:28.636215
253,Henderson,Dean Henderson,8,Crystal Palace,GK,50,a,7.7,4.5,4.1,45,990,22.2,214.4,10.0,0.0,,0.0,Brighton (H),3,1,,,11,2025-11-14T06:38:28.636215
254,Benitez,Walter Benítez,8,Crystal Palace,GK,40,a,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,80.0,Brighton (H),3,1,,2025-09-19T14:49:12.216385Z,11,2025-11-14T06:38:28.636215
255,Matthews,Remi Matthews,8,Crystal Palace,GK,40,a,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Brighton (H),3,1,,,11,2025-11-14T06:38:28.636215
256,Muñoz,Daniel Muñoz Mejía,8,Crystal Palace,DEF,57,a,16.1,6.0,5.5,60,990,51.2,229.8,111.1,173.0,,0.0,Brighton (H),3,1,,,11,2025-11-14T06:38:28.636215
257,Lacroix,Maxence Lacroix,8,Crystal Palace,DEF,50,a,3.8,4.8,5.1,56,990,32.3,234.8,31.7,58.0,,0.0,Brighton (H),3,1,,,11,2025-11-14T06:38:28.636215
258,Mitchell,Tyrick Mitchell,8,Crystal Palace,DEF,50,a,2.3,5.0,5.0,55,990,48.0,238.0,160.7,81.0,,0.0,Brighton (H),3,1,,,11,2025-11-14T06:38:28.636215
259,Sosa,Borna Sosa,8,Crystal Palace,DEF,48,a,0.1,0.2,1.0,1,1,0.0,0.0,0.0,0.0,,0.0,Brighton (H),3,1,,,11,2025-11-14T06:38:28.636215
260,Guéhi,Marc Guéhi,8,Crystal Palace,DEF,51,d,34.8,4.5,6.4,64,900,43.5,244.0,88.1,103.0,75.0,80.0,Brighton (H),3,1,Knock - 75% chance of playing,2025-11-10T10:00:08.937102Z,11,2025-11-14T06:38:28.636215
261,Richards,Chris Richards,8,Crystal Palace,DEF,45,a,3.4,4.8,4.7,52,990,35.5,262.2,49.3,42.0,100.0,80.0,Brighton (H),3,1,,2025-10-28T21:00:08.429177Z,11,2025-11-14T06:38:28.636215
262,Chadi Riad,Chadi Riad Dnanou,8,Crystal Palace,DEF,40,a,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,80.0,Brighton (H),3,1,,2025-07-21T10:00:04.863209Z,11,2025-11-14T06:38:28.636215
263,Clyne,Nathaniel Clyne,8,Crystal Palace,DEF,39,a,0.4,0.0,1.0,1,4,0.4,3.4,0.5,0.0,,0.0,Brighton (H),3,1,,,11,2025-11-14T06:38:28.636215
264,Holding,Rob Holding,8,Crystal Palace,DEF,40,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton (H),3,1,Has joined Colorado Rapids permanently.,2025-08-11T01:12:01.613357Z,11,2025-11-14T06:38:28.636215
265,Kporha,Caleb Kporha,8,Crystal Palace,DEF,40,i,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton (H),3,1,Back injury - Unknown return date,2025-08-10T22:30:04.775923Z,11,2025-11-14T06:38:28.636215
267,Sarr,Ismaïla Sarr,8,Crystal Palace,MID,67,a,13.0,2.5,5.1,46,792,46.7,185.6,105.5,175.0,100.0,80.0,Brighton (H),3,1,,2025-09-01T10:30:08.125928Z,11,2025-11-14T06:38:28.636215
268,Doucouré,Cheick Doucouré,8,Crystal Palace,MID,49,i,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton (H),3,1,Knee injury - Unknown return date,2025-07-21T10:00:04.882113Z,11,2025-11-14T06:38:28.636215
269,Esse,Romain Esse,8,Crystal Palace,MID,47,a,0.1,0.0,1.0,1,24,0.7,4.6,0.4,2.0,,0.0,Brighton (H),3,1,,,11,2025-11-14T06:38:28.636215
270,Hughes,Will Hughes,8,Crystal Palace,MID,48,a,0.1,0.8,1.6,14,446,18.2,58.2,99.7,24.0,100.0,80.0,Brighton (H),3,1,,2025-10-03T14:00:08.854796Z,11,2025-11-14T06:38:28.636215
271,Kamada,Daichi Kamada,8,Crystal Palace,MID,50,a,0.2,3.0,3.6,32,758,25.0,80.8,111.7,58.0,100.0,80.0,Brighton (H),3,1,,2025-08-10T22:30:04.831701Z,11,2025-11-14T06:38:28.636215
272,Lerma,Jefferson Lerma Solís,8,Crystal Palace,MID,49,a,0.1,3.2,2.1,21,360,17.9,62.0,56.9,60.0,,0.0,Brighton (H),3,1,,,11,2025-11-14T06:38:28.636215
273,Wharton,Adam Wharton,8,Crystal Palace,MID,50,a,0.4,1.8,2.9,26,696,33.2,93.8,224.8,15.0,100.0,80.0,Brighton (H),3,1,,2025-10-31T16:30:08.463118Z,11,2025-11-14T06:38:28.636215
274,Agbinone,Asher Agbinone,8,Crystal Palace,MID,44,a,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Brighton (H),3,1,,,11,2025-11-14T06:38:28.636215
275,Ahamada,Naouirou Ahamada,8,Crystal Palace,MID,44,a,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Brighton (H),3,1,,,11,2025-11-14T06:38:28.636215
276,Devenny,Justin Devenny,8,Crystal Palace,MID,43,a,1.1,0.2,1.1,9,157,12.1,16.2,31.4,73.0,,0.0,Brighton (H),3,1,,,11,2025-11-14T06:38:28.636215
277,Ebiowei,Malcolm Ebiowei,8,Crystal Palace,MID,45,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton (H),3,1,Has joined Blackpool permanently.,2025-08-11T01:12:01.633662Z,11,2025-11-14T06:38:28.636215
278,J.Rak-Sakyi,Jesurun Rak-Sakyi,8,Crystal Palace,MID,44,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton (H),3,1,has joined Caykur Rizespor on loan for the rest of the season.,2025-09-22T09:16:14.064898Z,11,2025-11-14T06:38:28.636215
279,M.França,Matheus França de Oliveira,8,Crystal Palace,MID,45,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton (H),3,1,Has joined CR Vasco da Gama on loan for the rest of the season.,2025-08-10T22:30:04.849181Z,11,2025-11-14T06:38:28.636215
280,Ozoh,David Ozoh,8,Crystal Palace,MID,45,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton (H),3,1,Has joined Derby County on loan for the rest of the season.,2025-07-30T14:07:45.618291Z,11,2025-11-14T06:38:28.636215
281,Rodney,Kaden Rodney,8,Crystal Palace,MID,45,a,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Brighton (H),3,1,,,11,2025-11-14T06:38:28.636215
282,Umeh,Franco Umeh-Chibueze,8,Crystal Palace,MID,45,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton (H),3,1,has joined Portsmouth permanently.,2025-09-22T21:43:58.439788Z,11,2025-11-14T06:38:28.636215
283,Mateta,Jean-Philippe Mateta,8,Crystal Palace,FWD,81,a,29.0,7.5,4.5,50,959,75.3,271.8,67.5,413.0,,0.0,Brighton (H),3,1,,,11,2025-11-14T06:38:28.636215
284,Nketiah,Eddie Nketiah,8,Crystal Palace,FWD,54,i,0.3,0.5,1.6,8,107,14.8,43.6,45.9,58.0,0.0,0.0,Brighton (H),3,1,Hamstring injury - Expected back 22 Nov,2025-10-30T15:00:09.954721Z,11,2025-11-14T06:38:28.636215
285,Édouard,Odsonne Édouard,8,Crystal Palace,FWD,50,u,0.2,0.0,1.0,1,2,0.2,2.0,0.0,0.0,0.0,0.0,Brighton (H),3,1,has joined RC Lens permanently.,2025-08-28T17:00:07.862344Z,11,2025-11-14T06:38:28.636215
286,Marsh,Zach Marsh,8,Crystal Palace,FWD,45,a,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Brighton (H),3,1,,,11,2025-11-14T06:38:28.636215
690,Cardines,Rio Cardines,8,Crystal Palace,MID,44,d,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,75.0,80.0,Brighton (H),3,1,Groin Injury - 75% chance of playing,2025-11-05T22:30:08.408448Z,11,2025-11-14T06:38:28.636215
712,Yeremy,Yéremy Pino Santos,8,Crystal Palace,MID,58,a,0.1,1.5,1.7,15,529,27.8,52.2,134.3,94.0,100.0,80.0,Brighton (H),3,1,,2025-09-20T23:30:07.351615Z,11,2025-11-14T06:38:28.636215
723,Canvot,Jaydee Canvot,8,Crystal Palace,DEF,45,a,0.0,2.8,5.5,11,91,4.0,30.4,0.9,8.0,,0.0,Brighton (H),3,1,,,11,2025-11-14T06:38:28.636215
732,Uche,Christantus Uche,8,Crystal Palace,FWD,55,a,0.0,0.2,1.0,3,8,2.3,3.4,0.8,19.0,,0.0,Brighton (H),3,1,,,11,2025-11-14T06:38:28.636215
242,Dewsbury-Hall,Kiernan Dewsbury-Hall,9,Everton,MID,49,a,2.8,3.8,3.5,35,885,50.2,144.6,271.1,86.0,100.0,80.0,Fulham (H),2,1,,2025-09-29T21:30:07.878074Z,11,2025-11-14T06:38:28.636215
287,Pickford,Jordan Pickford,9,Everton,GK,55,a,9.6,3.0,3.8,42,990,28.2,282.2,0.1,0.0,,0.0,Fulham (H),2,1,,,11,2025-11-14T06:38:28.636215
288,Travers,Mark Travers,9,Everton,GK,44,a,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Fulham (H),2,1,,,11,2025-11-14T06:38:28.636215
289,Tyrer,Harry Tyrer,9,Everton,GK,39,a,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Fulham (H),2,1,,,11,2025-11-14T06:38:28.636215
290,Branthwaite,Jarrad Branthwaite,9,Everton,DEF,53,i,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham (H),2,1,Hamstring injury - Unknown return date,2025-10-17T14:00:10.203776Z,11,2025-11-14T06:38:28.636215
291,Tarkowski,James Tarkowski,9,Everton,DEF,54,a,5.9,2.8,3.9,43,990,40.6,260.4,74.4,70.0,,0.0,Fulham (H),2,1,,,11,2025-11-14T06:38:28.636215
292,Mykolenko,Vitalii Mykolenko,9,Everton,DEF,49,a,0.4,2.5,2.1,17,715,21.0,120.8,62.0,28.0,100.0,80.0,Fulham (H),2,1,,2025-09-05T10:00:06.495475Z,11,2025-11-14T06:38:28.636215
293,O'Brien,Jake O'Brien,9,Everton,DEF,49,a,0.4,1.2,2.5,28,868,26.5,141.0,74.3,48.0,,0.0,Fulham (H),2,1,,,11,2025-11-14T06:38:28.636215
294,Coleman,Séamus Coleman,9,Everton,DEF,43,a,0.1,0.0,1.0,2,2,0.0,0.0,0.0,0.0,,0.0,Fulham (H),2,1,,,11,2025-11-14T06:38:28.636215
295,Keane,Michael Keane,9,Everton,DEF,45,a,1.2,5.2,5.1,56,964,41.8,293.4,20.2,105.0,100.0,80.0,Fulham (H),2,1,,2025-10-06T07:30:07.973751Z,11,2025-11-14T06:38:28.636215
296,Patterson,Nathan Patterson,9,Everton,DEF,44,i,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham (H),2,1,Foot injury - Expected back 23 Nov,2025-10-17T14:30:10.578096Z,11,2025-11-14T06:38:28.636215
297,Dixon,Roman Dixon,9,Everton,DEF,39,a,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Fulham (H),2,1,,,11,2025-11-14T06:38:28.636215
298,Welch,Reece Welch,9,Everton,DEF,39,a,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Fulham (H),2,1,,,11,2025-11-14T06:38:28.636215
299,Ndiaye,Iliman Ndiaye,9,Everton,MID,66,a,11.9,4.5,5.0,55,914,67.5,278.8,193.3,202.0,100.0,80.0,Fulham (H),2,1,,2025-11-04T11:00:08.204329Z,11,2025-11-14T06:38:28.636215
300,McNeil,Dwight McNeil,9,Everton,MID,55,a,0.1,0.5,1.0,3,51,2.0,1.6,11.7,8.0,,0.0,Fulham (H),2,1,,,11,2025-11-14T06:38:28.636215
301,Alcaraz,Carlos Alcaraz Durán,9,Everton,MID,52,a,0.1,0.8,1.0,8,242,9.8,23.2,24.3,51.0,,0.0,Fulham (H),2,1,,,11,2025-11-14T06:38:28.636215
302,Gana,Idrissa Gana Gueye,9,Everton,MID,54,a,0.1,4.5,3.8,42,949,39.2,174.4,107.1,110.0,,0.0,Fulham (H),2,1,,,11,2025-11-14T06:38:28.636215
303,Garner,James Garner,9,Everton,MID,50,a,0.8,2.2,3.8,42,990,53.1,239.4,196.5,95.0,,0.0,Fulham (H),2,1,,,11,2025-11-14T06:38:28.636215
304,Iroegbunam,Tim Iroegbunam,9,Everton,MID,49,a,0.0,1.8,2.2,18,337,10.1,67.0,20.6,13.0,,0.0,Fulham (H),2,1,,,11,2025-11-14T06:38:28.636215
305,Armstrong,Harrison Armstrong,9,Everton,MID,45,u,0.1,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,Fulham (H),2,1,has joined Preston North End on loan for the rest of the season.,2025-09-02T11:36:28.006606Z,11,2025-11-14T06:38:28.636215
306,Bates,Callum Bates,9,Everton,MID,44,a,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Fulham (H),2,1,,,11,2025-11-14T06:38:28.636215
307,Ebere,Coby Ebere,9,Everton,MID,44,a,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Fulham (H),2,1,,,11,2025-11-14T06:38:28.636215
308,Heath,Isaac Heath,9,Everton,MID,45,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham (H),2,1,has joined Accrington on loan for the rest of the season.,2025-09-02T12:26:54.658601Z,11,2025-11-14T06:38:28.636215
309,Metcalfe,Jenson Metcalfe,9,Everton,MID,45,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham (H),2,1,Has joined Bradford City permanently.,2025-07-25T14:54:45.196473Z,11,2025-11-14T06:38:28.636215
310,Barry,Thierno Barry,9,Everton,FWD,57,a,0.3,1.0,1.1,12,380,9.3,15.0,34.3,56.0,,0.0,Fulham (H),2,1,,,11,2025-11-14T06:38:28.636215
311,Beto,Norberto Bercique Gomes Betuncal,9,Everton,FWD,52,a,3.1,1.5,1.9,21,606,33.3,78.6,47.9,217.0,,0.0,Fulham (H),2,1,,,11,2025-11-14T06:38:28.636215
312,Y.Chermiti,Youssef Ramalho Chermiti,9,Everton,FWD,49,u,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham (H),2,1,has joined Rangers permanently.,2025-09-02T12:26:54.689038Z,11,2025-11-14T06:38:28.636215
313,Sherif,Martin Sherif,9,Everton,FWD,44,u,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham (H),2,1,has joined Rotherham United on loan for the rest of the season.,2025-09-22T21:18:55.519763Z,11,2025-11-14T06:38:28.636215
419,Grealish,Jack Grealish,9,Everton,MID,68,a,16.2,1.5,4.3,43,826,80.7,244.6,317.5,244.0,100.0,80.0,Fulham (H),2,1,,2025-10-04T03:00:08.987148Z,11,2025-11-14T06:38:28.636215
630,King,Tom King,9,Everton,GK,39,a,1.4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Fulham (H),2,1,,,11,2025-11-14T06:38:28.636215
667,Aznou,Adam Aznou,9,Everton,DEF,43,a,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,80.0,Fulham (H),2,1,,2025-08-29T10:30:08.715230Z,11,2025-11-14T06:38:28.636215
704,Onyango,Tyler Onyango,9,Everton,MID,45,u,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham (H),2,1,has joined Stockport County on loan for the rest of the season.,2025-09-02T12:26:54.674165Z,11,2025-11-14T06:38:28.636215
705,Campbell,Elijah Campbell,9,Everton,DEF,39,a,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Fulham (H),2,1,,,11,2025-11-14T06:38:28.636215
707,Dibling,Tyler Dibling,9,Everton,MID,54,a,0.0,0.0,0.8,3,62,0.5,3.0,1.1,2.0,,0.0,Fulham (H),2,1,,,11,2025-11-14T06:38:28.636215
